Duelist,Grade,Card,Weight
"Kaiba","B/C/D POW/TEC","Mon Larvas",13
"Kaiba","B/C/D POW/TEC","Fiend Refrection #1",13
"Kaiba","B/C/D POW/TEC","Hunter Spider",13
"Kaiba","B/C/D POW/TEC","Succubus Knight",13
"Kaiba","B/C/D POW/TEC","Ancient Lizard Warrior",13
"Kaiba","B/C/D POW/TEC","Acid Trap Hole",84
"Kaiba","B/C/D POW/TEC","Goblin Fan",84
"Soldier Mage","B/C/D POW/TEC","Ryu-kishin",26
"Soldier Mage","B/C/D POW/TEC","Feral Imp",52
"Soldier Mage","B/C/D POW/TEC","Tyhone",28
"Soldier Mage","B/C/D POW/TEC","Left Arm of the Forbidden One",8
"Soldier Mage","B/C/D POW/TEC","Horn Imp",26
"Soldier Mage","B/C/D POW/TEC","Battle Ox",26
"Soldier Mage","B/C/D POW/TEC","Beaver Warrior",26
"Soldier Mage","B/C/D POW/TEC","Koumori Dragon",26
"Soldier Mage","B/C/D POW/TEC","The Snake Hair",26
"Soldier Mage","B/C/D POW/TEC","Celtic Guardian",26
"Soldier Mage","B/C/D POW/TEC","Karbonala Warrior",26
"Soldier Mage","B/C/D POW/TEC","Rogue Doll",26
"Soldier Mage","B/C/D POW/TEC","Griffore",26
"Soldier Mage","B/C/D POW/TEC","Sangan",26
"Soldier Mage","B/C/D POW/TEC","Big Insect",26
"Soldier Mage","B/C/D POW/TEC","Gokibore",26
"Soldier Mage","B/C/D POW/TEC","Giant Flea",26
"Soldier Mage","B/C/D POW/TEC","Kuriboh",26
"Soldier Mage","B/C/D POW/TEC","Fiend Kraken",26
"Soldier Mage","B/C/D POW/TEC","Jellyfish",26
"Soldier Mage","B/C/D POW/TEC","Grappler",26
"Soldier Mage","B/C/D POW/TEC","Crass Clown",52
"Soldier Mage","B/C/D POW/TEC","Job-Change Mirror",26
"Soldier Mage","B/C/D POW/TEC","Kamion Wizard",26
"Soldier Mage","B/C/D POW/TEC","Trial of Nightmares",26
"Soldier Mage","B/C/D POW/TEC","Sleeping Lion",26
"Soldier Mage","B/C/D POW/TEC","Faith Bird",26
"Soldier Mage","B/C/D POW/TEC","Witty Phantom",48
"Soldier Mage","B/C/D POW/TEC","Mystery Hand",24
"Soldier Mage","B/C/D POW/TEC","The Shadow Who Controls the Dark",24
"Soldier Mage","B/C/D POW/TEC","Lord of the Lamp",48
"Soldier Mage","B/C/D POW/TEC","Tainted Wisdom",24
"Soldier Mage","B/C/D POW/TEC","Lord of Zemia",24
"Soldier Mage","B/C/D POW/TEC","Mysterious Puppeteer",24
"Soldier Mage","B/C/D POW/TEC","Darkfire Dragon",24
"Soldier Mage","B/C/D POW/TEC","Dark King of the Abyss",24
"Soldier Mage","B/C/D POW/TEC","Big Eye",24
"Soldier Mage","B/C/D POW/TEC","Dark Prisoner",24
"Soldier Mage","B/C/D POW/TEC","Ancient Brain",24
"Soldier Mage","B/C/D POW/TEC","Claw Reacher",24
"Soldier Mage","B/C/D POW/TEC","Dark Shade",24
"Soldier Mage","B/C/D POW/TEC","Fiend Refrection #2",24
"Soldier Mage","B/C/D POW/TEC","Turtle Tiger",24
"Soldier Mage","B/C/D POW/TEC","Terra the Terrible",48
"Soldier Mage","B/C/D POW/TEC","Midnight Fiend",24
"Soldier Mage","B/C/D POW/TEC","Rare Fish",24
"Soldier Mage","B/C/D POW/TEC","Madjinn Gunn",24
"Soldier Mage","B/C/D POW/TEC","Dark Titan of Terror",48
"Soldier Mage","B/C/D POW/TEC","The Drdek",24
"Soldier Mage","B/C/D POW/TEC","Candle of Fate",24
"Soldier Mage","B/C/D POW/TEC","Meda Bat",24
"Soldier Mage","B/C/D POW/TEC","Embryonic Beast",24
"Soldier Mage","B/C/D POW/TEC","Prevent Rat",24
"Soldier Mage","B/C/D POW/TEC","Wicked Mirror",24
"Soldier Mage","B/C/D POW/TEC","Versago the Destroyer",24
"Soldier Mage","B/C/D POW/TEC","Megirus Light",24
"Soldier Mage","B/C/D POW/TEC","Gorgon Egg",24
"Soldier Mage","B/C/D POW/TEC","King Fog",24
"Soldier Mage","B/C/D POW/TEC","Mystic Clown",8
"Soldier Mage","B/C/D POW/TEC","Bio Plant",24
"Soldier Mage","B/C/D POW/TEC","Dark Energy",50
"Soldier Mage","B/C/D POW/TEC","Yami",50
"Soldier Mage","B/C/D POW/TEC","Monster Eye",24
"Soldier Mage","B/C/D POW/TEC","Giga-tech Wolf",24
"Soldier Mage","B/C/D POW/TEC","Mechanicalchacer",24
"Soldier Mage","B/C/D POW/TEC","Blocker",24
"Soldier Mage","B/C/D POW/TEC","Tripwire Beast",24
"Soldier Mage","B/C/D POW/TEC","Skull Red Bird",24
"Soldier Mage","B/C/D POW/TEC","Needle Ball",24
"Soldier Mage","B/C/D POW/TEC","Fungi of the Musk",24
"Soldier Mage","B/C/D POW/TEC","Bean Soldier",24
"Soldier Mage","B/C/D POW/TEC","Cannon Soldier",24
"Soldier Mage","B/C/D POW/TEC","Wretched Ghost of the Attic",24
"Soldier Mage","B/C/D POW/TEC","Pale Beast",24
"Soldier Mage","B/C/D POW/TEC","Shining Friendship",26
"Soldier Mage","B/C/D POW/TEC","Hiro's Shadow Scout",24
"Jono 2","B/C/D POW/TEC","Baby Dragon",23
"Jono 2","B/C/D POW/TEC","Left Arm of the Forbidden One",6
"Jono 2","B/C/D POW/TEC","Mountain Warrior",23
"Jono 2","B/C/D POW/TEC","Karbonala Warrior",23
"Jono 2","B/C/D POW/TEC","Basic Insect",46
"Jono 2","B/C/D POW/TEC","Wolf",23
"Jono 2","B/C/D POW/TEC","Axe Raider",23
"Jono 2","B/C/D POW/TEC","Battle Warrior",23
"Jono 2","B/C/D POW/TEC","Curtain of the Dark Ones",46
"Jono 2","B/C/D POW/TEC","Tomozaurus",46
"Jono 2","B/C/D POW/TEC","Yamatano Dragon Scroll",46
"Jono 2","B/C/D POW/TEC","Weather Control",46
"Jono 2","B/C/D POW/TEC","Fiend's Hand",46
"Jono 2","B/C/D POW/TEC","Mystery Hand",46
"Jono 2","B/C/D POW/TEC","The Melting Red Shadow",46
"Jono 2","B/C/D POW/TEC","Fire Reaper",46
"Jono 2","B/C/D POW/TEC","Hurricail",46
"Jono 2","B/C/D POW/TEC","Masked Clown",46
"Jono 2","B/C/D POW/TEC","Eyearmor",46
"Jono 2","B/C/D POW/TEC","LALA Li-oon",46
"Jono 2","B/C/D POW/TEC","Mech Mole Zombie",46
"Jono 2","B/C/D POW/TEC","Air Marmot of Nefariousness",46
"Jono 2","B/C/D POW/TEC","Droll Bird",46
"Jono 2","B/C/D POW/TEC","Hinotama Soul",46
"Jono 2","B/C/D POW/TEC","Kagemusha of the Blue Flame",46
"Jono 2","B/C/D POW/TEC","Haniwa",46
"Jono 2","B/C/D POW/TEC","Candle of Fate",44
"Jono 2","B/C/D POW/TEC","Meda Bat",44
"Jono 2","B/C/D POW/TEC","Sectarian of Secrets",44
"Jono 2","B/C/D POW/TEC","Sogen",22
"Jono 2","B/C/D POW/TEC","Hinotama",20
"Jono 2","B/C/D POW/TEC","Mechanical Spider",44
"Jono 2","B/C/D POW/TEC","Cyber-Stein",44
"Jono 2","B/C/D POW/TEC","Jinzo #7",44
"Jono 2","B/C/D POW/TEC","White Dolphin",44
"Jono 2","B/C/D POW/TEC","Turu-Purun",44
"Jono 2","B/C/D POW/TEC","Korogashi",44
"Jono 2","B/C/D POW/TEC","Boo Koo",44
"Jono 2","B/C/D POW/TEC","Rainbow Flower",44
"Jono 2","B/C/D POW/TEC","Hoshiningen",44
"Jono 2","B/C/D POW/TEC","Man-eater Bug",44
"Jono 2","B/C/D POW/TEC","Muka Muka",44
"Jono 2","B/C/D POW/TEC","Star Boy",44
"Jono 2","B/C/D POW/TEC","Frog The Jam",44
"Jono 2","B/C/D POW/TEC","Pot the Trick",44
"Jono 2","B/C/D POW/TEC","Wretched Ghost of the Attic",44
"Jono 2","B/C/D POW/TEC","Abyss Flower",44
"Jono 2","B/C/D POW/TEC","Tentacle Plant",44
"Jono 2","B/C/D POW/TEC","Little Chimera",44
"Jono 2","B/C/D POW/TEC","Hiro's Shadow Scout",44
"Jono 2","B/C/D POW/TEC","Kunai with Chain",20
"Teana 2","B/C/D POW/TEC","Right Arm of the Forbidden One",8
"Teana 2","B/C/D POW/TEC","Skull Servant",182
"Teana 2","B/C/D POW/TEC","Kuriboh",182
"Teana 2","B/C/D POW/TEC","Ancient Jar",182
"Teana 2","B/C/D POW/TEC","Forest",38
"Teana 2","B/C/D POW/TEC","Zone Eater",182
"Teana 2","B/C/D POW/TEC","Dancing Elf",182
"Teana 2","B/C/D POW/TEC","Ooguchi",182
"Teana 2","B/C/D POW/TEC","Swordsman from a Foreign Land",182
"Teana 2","B/C/D POW/TEC","Monster Eye",182
"Teana 2","B/C/D POW/TEC","Armed Ninja",182
"Teana 2","B/C/D POW/TEC","Sinister Serpent",182
"Teana 2","B/C/D POW/TEC","Milus Radiant",182
"Low Ocean Mage","B/C/D POW/TEC","Ryu-kishin",12
"Low Ocean Mage","B/C/D POW/TEC","Mushroom Man",12
"Low Ocean Mage","B/C/D POW/TEC","Left Arm of the Forbidden One",6
"Low Ocean Mage","B/C/D POW/TEC","Mountain Warrior",12
"Low Ocean Mage","B/C/D POW/TEC","Oscillo Hero #2",12
"Low Ocean Mage","B/C/D POW/TEC","Sangan",12
"Low Ocean Mage","B/C/D POW/TEC","Basic Insect",12
"Low Ocean Mage","B/C/D POW/TEC","Fiend Kraken",56
"Low Ocean Mage","B/C/D POW/TEC","Jellyfish",56
"Low Ocean Mage","B/C/D POW/TEC","Grappler",24
"Low Ocean Mage","B/C/D POW/TEC","Armored Zombie",12
"Low Ocean Mage","B/C/D POW/TEC","Dragon Zombie",12
"Low Ocean Mage","B/C/D POW/TEC","Clown Zombie",12
"Low Ocean Mage","B/C/D POW/TEC","Wings of Wicked Flame",12
"Low Ocean Mage","B/C/D POW/TEC","Kageningen",12
"Low Ocean Mage","B/C/D POW/TEC","Graveyard and the Hand of Invitation",12
"Low Ocean Mage","B/C/D POW/TEC","Yamatano Dragon Scroll",12
"Low Ocean Mage","B/C/D POW/TEC","Nemuriko",12
"Low Ocean Mage","B/C/D POW/TEC","Mystical Capture Chain",12
"Low Ocean Mage","B/C/D POW/TEC","Fiend's Hand",12
"Low Ocean Mage","B/C/D POW/TEC","Blue-eyed Silver Zombie",12
"Low Ocean Mage","B/C/D POW/TEC","Toad Master",24
"Low Ocean Mage","B/C/D POW/TEC","Djinn the Watcher of the Wind",12
"Low Ocean Mage","B/C/D POW/TEC","The Bewitching Phantom Thief",12
"Low Ocean Mage","B/C/D POW/TEC","Monster Egg",12
"Low Ocean Mage","B/C/D POW/TEC","The Shadow Who Controls the Dark",12
"Low Ocean Mage","B/C/D POW/TEC","The Melting Red Shadow",38
"Low Ocean Mage","B/C/D POW/TEC","Fire Reaper",12
"Low Ocean Mage","B/C/D POW/TEC","Hard Armor",12
"Low Ocean Mage","B/C/D POW/TEC","Firegrass",12
"Low Ocean Mage","B/C/D POW/TEC","Man Eater",12
"Low Ocean Mage","B/C/D POW/TEC","Dig Beak",12
"Low Ocean Mage","B/C/D POW/TEC","M-warrior #1",12
"Low Ocean Mage","B/C/D POW/TEC","M-warrior #2",12
"Low Ocean Mage","B/C/D POW/TEC","Dark Prisoner",12
"Low Ocean Mage","B/C/D POW/TEC","Fire Eye",12
"Low Ocean Mage","B/C/D POW/TEC","Monsturtle",24
"Low Ocean Mage","B/C/D POW/TEC","Phantom Dewan",12
"Low Ocean Mage","B/C/D POW/TEC","Masked Clown",12
"Low Ocean Mage","B/C/D POW/TEC","Lucky Trinket",12
"Low Ocean Mage","B/C/D POW/TEC","Genin",12
"Low Ocean Mage","B/C/D POW/TEC","Gate Deeg",12
"Low Ocean Mage","B/C/D POW/TEC","Fusionist",12
"Low Ocean Mage","B/C/D POW/TEC","LALA Li-oon",12
"Low Ocean Mage","B/C/D POW/TEC","Turtle Tiger",24
"Low Ocean Mage","B/C/D POW/TEC","Doron",12
"Low Ocean Mage","B/C/D POW/TEC","Arma Knight",24
"Low Ocean Mage","B/C/D POW/TEC","Happy Lover",12
"Low Ocean Mage","B/C/D POW/TEC","Penguin Knight",24
"Low Ocean Mage","B/C/D POW/TEC","Petit Dragon",12
"Low Ocean Mage","B/C/D POW/TEC","Phantom Ghost",12
"Low Ocean Mage","B/C/D POW/TEC","Dorover",24
"Low Ocean Mage","B/C/D POW/TEC","Twin Long Rods #1",38
"Low Ocean Mage","B/C/D POW/TEC","Petit Angel",12
"Low Ocean Mage","B/C/D POW/TEC","Winged Cleaver",12
"Low Ocean Mage","B/C/D POW/TEC","Kaminarikozou",12
"Low Ocean Mage","B/C/D POW/TEC","Meotoko",12
"Low Ocean Mage","B/C/D POW/TEC","Kagemusha of the Blue Flame",12
"Low Ocean Mage","B/C/D POW/TEC","Two-mouth Darkruler",12
"Low Ocean Mage","B/C/D POW/TEC","Midnight Fiend",12
"Low Ocean Mage","B/C/D POW/TEC","Trap Master",12
"Low Ocean Mage","B/C/D POW/TEC","Hitodenchak",38
"Low Ocean Mage","B/C/D POW/TEC","Hourglass of Life",12
"Low Ocean Mage","B/C/D POW/TEC","Rare Fish",24
"Low Ocean Mage","B/C/D POW/TEC","Madjinn Gunn",12
"Low Ocean Mage","B/C/D POW/TEC","Vishwar Randi",12
"Low Ocean Mage","B/C/D POW/TEC","The Drdek",12
"Low Ocean Mage","B/C/D POW/TEC","Candle of Fate",12
"Low Ocean Mage","B/C/D POW/TEC","Water Element",40
"Low Ocean Mage","B/C/D POW/TEC","Meda Bat",12
"Low Ocean Mage","B/C/D POW/TEC","Root Water",24
"Low Ocean Mage","B/C/D POW/TEC","Enchanting Mermaid",24
"Low Ocean Mage","B/C/D POW/TEC","Embryonic Beast",12
"Low Ocean Mage","B/C/D POW/TEC","Beastking of the Swamps",24
"Low Ocean Mage","B/C/D POW/TEC","Wicked Mirror",12
"Low Ocean Mage","B/C/D POW/TEC","The Furious Sea King",40
"Low Ocean Mage","B/C/D POW/TEC","Princess of Tsurugi",12
"Low Ocean Mage","B/C/D POW/TEC","Unknown Warrior of Fiend",12
"Low Ocean Mage","B/C/D POW/TEC","Sectarian of Secrets",12
"Low Ocean Mage","B/C/D POW/TEC","Wetha",24
"Low Ocean Mage","B/C/D POW/TEC","Megirus Light",12
"Low Ocean Mage","B/C/D POW/TEC","Gorgon Egg",12
"Low Ocean Mage","B/C/D POW/TEC","Serpent Marauder",40
"Low Ocean Mage","B/C/D POW/TEC","Psychic Kappa",40
"Low Ocean Mage","B/C/D POW/TEC","Umi",30
"Low Ocean Mage","B/C/D POW/TEC","Cyber-Stein",12
"Low Ocean Mage","B/C/D POW/TEC","Cyber Commander",12
"Low Ocean Mage","B/C/D POW/TEC","Waterdragon Fairy",24
"Low Ocean Mage","B/C/D POW/TEC","Aqua Snake",26
"Low Ocean Mage","B/C/D POW/TEC","Kanikabuto",40
"Low Ocean Mage","B/C/D POW/TEC","Zarigun",40
"Low Ocean Mage","B/C/D POW/TEC","Ganigumo",12
"Low Ocean Mage","B/C/D POW/TEC","Needle Ball",12
"Low Ocean Mage","B/C/D POW/TEC","Hoshiningen",12
"Low Ocean Mage","B/C/D POW/TEC","Turtle Raccoon",40
"Low Ocean Mage","B/C/D POW/TEC","Gale Dogra",12
"Low Ocean Mage","B/C/D POW/TEC","Laughing Flower",12
"Low Ocean Mage","B/C/D POW/TEC","Star Boy",24
"Low Ocean Mage","B/C/D POW/TEC","Minar",12
"Low Ocean Mage","B/C/D POW/TEC","Mechaleon",40
"Low Ocean Mage","B/C/D POW/TEC","Skelengel",12
"Low Ocean Mage","B/C/D POW/TEC","Dharma Cannon",12
"Low Ocean Mage","B/C/D POW/TEC","Frog The Jam",40
"Low Ocean Mage","B/C/D POW/TEC","The Wandering Doomed",12
"Low Ocean Mage","B/C/D POW/TEC","Drooling Lizard",24
"Low Ocean Mage","B/C/D POW/TEC","Beaked Snake",24
"Low Ocean Mage","B/C/D POW/TEC","Morphing Jar",12
"Low Ocean Mage","B/C/D POW/TEC","Penguin Soldier",40
"Low Ocean Mage","B/C/D POW/TEC","Obese Marmot of Nefariousness",12
"Low Ocean Mage","B/C/D POW/TEC","Liquid Beast",24
"Low Ocean Mage","B/C/D POW/TEC","Twin Long Rods #2",40
"Low Ocean Mage","B/C/D POW/TEC","Bladefly",12
"High Mage Secmeton","B/C/D POW/TEC","Mystical Elf",33
"High Mage Secmeton","B/C/D POW/TEC","Battle Steer",35
"High Mage Secmeton","B/C/D POW/TEC","Left Arm of the Forbidden One",7
"High Mage Secmeton","B/C/D POW/TEC","Saggi the Dark Clown",33
"High Mage Secmeton","B/C/D POW/TEC","Rogue Doll",33
"High Mage Secmeton","B/C/D POW/TEC","Dark Chimera",35
"High Mage Secmeton","B/C/D POW/TEC","Catapult Turtle",35
"High Mage Secmeton","B/C/D POW/TEC","Zanki",35
"High Mage Secmeton","B/C/D POW/TEC","Curtain of the Dark Ones",33
"High Mage Secmeton","B/C/D POW/TEC","Spirit of the Winds",76
"High Mage Secmeton","B/C/D POW/TEC","Goddess with the Third Eye",33
"High Mage Secmeton","B/C/D POW/TEC","White Magical Hat",33
"High Mage Secmeton","B/C/D POW/TEC","Kamion Wizard",33
"High Mage Secmeton","B/C/D POW/TEC","Ancient Tool",35
"High Mage Secmeton","B/C/D POW/TEC","Nemuriko",33
"High Mage Secmeton","B/C/D POW/TEC","Weather Control",33
"High Mage Secmeton","B/C/D POW/TEC","Octoberser",35
"High Mage Secmeton","B/C/D POW/TEC","Mystical Capture Chain",33
"High Mage Secmeton","B/C/D POW/TEC","Flame Manipulator",33
"High Mage Secmeton","B/C/D POW/TEC","Necrolancer the Timelord",33
"High Mage Secmeton","B/C/D POW/TEC","Djinn the Watcher of the Wind",33
"High Mage Secmeton","B/C/D POW/TEC","The Bewitching Phantom Thief",33
"High Mage Secmeton","B/C/D POW/TEC","Akihiron",35
"High Mage Secmeton","B/C/D POW/TEC","Spirit of the Harp",33
"High Mage Secmeton","B/C/D POW/TEC","Hurricail",33
"High Mage Secmeton","B/C/D POW/TEC","Phantom Dewan",33
"High Mage Secmeton","B/C/D POW/TEC","Lucky Trinket",33
"High Mage Secmeton","B/C/D POW/TEC","Genin",33
"High Mage Secmeton","B/C/D POW/TEC","Akakieisu",33
"High Mage Secmeton","B/C/D POW/TEC","Happy Lover",33
"High Mage Secmeton","B/C/D POW/TEC","Mabarrel",35
"High Mage Secmeton","B/C/D POW/TEC","Petit Angel",33
"High Mage Secmeton","B/C/D POW/TEC","Aqua Madoor",76
"High Mage Secmeton","B/C/D POW/TEC","Masked Sorcerer",33
"High Mage Secmeton","B/C/D POW/TEC","Hourglass of Life",33
"High Mage Secmeton","B/C/D POW/TEC","Angelwitch",33
"High Mage Secmeton","B/C/D POW/TEC","Ancient Sorcerer",33
"High Mage Secmeton","B/C/D POW/TEC","Lunar Queen Elzaim",33
"High Mage Secmeton","B/C/D POW/TEC","Wing Egg Elf",33
"High Mage Secmeton","B/C/D POW/TEC","Sectarian of Secrets",33
"High Mage Secmeton","B/C/D POW/TEC","Ray & Temperature",33
"High Mage Secmeton","B/C/D POW/TEC","Umi",48
"High Mage Secmeton","B/C/D POW/TEC","Labyrinth Wall",33
"High Mage Secmeton","B/C/D POW/TEC","Cyber Soldier",33
"High Mage Secmeton","B/C/D POW/TEC","Thunder Dragon",33
"High Mage Secmeton","B/C/D POW/TEC","Queen Bird",33
"High Mage Secmeton","B/C/D POW/TEC","Boo Koo",33
"High Mage Secmeton","B/C/D POW/TEC","Peacock",33
"High Mage Secmeton","B/C/D POW/TEC","Hoshiningen",33
"High Mage Secmeton","B/C/D POW/TEC","Cyber Saurus",33
"High Mage Secmeton","B/C/D POW/TEC","Guardian of the Throne Room",33
"High Mage Secmeton","B/C/D POW/TEC","Skelengel",33
"High Mage Secmeton","B/C/D POW/TEC","Binding Chain",33
"High Mage Secmeton","B/C/D POW/TEC","Tenderness",33
"High Mage Secmeton","B/C/D POW/TEC","Shining Friendship",33
"High Mage Secmeton","B/C/D POW/TEC","Lady of Faith",33
"High Mage Secmeton","B/C/D POW/TEC","Winged Egg of New Life",76
"High Mage Secmeton","B/C/D POW/TEC","Whiptail Crow",33
"Low Forest Mage","B/C/D POW/TEC","Mushroom Man",42
"Low Forest Mage","B/C/D POW/TEC","Right Arm of the Forbidden One",6
"Low Forest Mage","B/C/D POW/TEC","Dragon Piper",22
"Low Forest Mage","B/C/D POW/TEC","Basic Insect",22
"Low Forest Mage","B/C/D POW/TEC","Man-eating Plant",117
"Low Forest Mage","B/C/D POW/TEC","Krokodilus",42
"Low Forest Mage","B/C/D POW/TEC","Clown Zombie",22
"Low Forest Mage","B/C/D POW/TEC","Wings of Wicked Flame",42
"Low Forest Mage","B/C/D POW/TEC","Curtain of the Dark Ones",22
"Low Forest Mage","B/C/D POW/TEC","Kageningen",22
"Low Forest Mage","B/C/D POW/TEC","Yamatano Dragon Scroll",22
"Low Forest Mage","B/C/D POW/TEC","Weather Control",22
"Low Forest Mage","B/C/D POW/TEC","Charubin the Fire Knight",22
"Low Forest Mage","B/C/D POW/TEC","Mystical Capture Chain",22
"Low Forest Mage","B/C/D POW/TEC","Fiend's Hand",22
"Low Forest Mage","B/C/D POW/TEC","The Bewitching Phantom Thief",22
"Low Forest Mage","B/C/D POW/TEC","The Melting Red Shadow",22
"Low Forest Mage","B/C/D POW/TEC","Fire Reaper",22
"Low Forest Mage","B/C/D POW/TEC","Firegrass",42
"Low Forest Mage","B/C/D POW/TEC","Man Eater",42
"Low Forest Mage","B/C/D POW/TEC","Dig Beak",22
"Low Forest Mage","B/C/D POW/TEC","Hurricail",22
"Low Forest Mage","B/C/D POW/TEC","Fire Eye",42
"Low Forest Mage","B/C/D POW/TEC","Phantom Dewan",22
"Low Forest Mage","B/C/D POW/TEC","Arlownay",22
"Low Forest Mage","B/C/D POW/TEC","Masked Clown",22
"Low Forest Mage","B/C/D POW/TEC","Lucky Trinket",22
"Low Forest Mage","B/C/D POW/TEC","Eyearmor",22
"Low Forest Mage","B/C/D POW/TEC","LALA Li-oon",22
"Low Forest Mage","B/C/D POW/TEC","Doron",22
"Low Forest Mage","B/C/D POW/TEC","Happy Lover",22
"Low Forest Mage","B/C/D POW/TEC","Petit Dragon",22
"Low Forest Mage","B/C/D POW/TEC","Air Marmot of Nefariousness",22
"Low Forest Mage","B/C/D POW/TEC","Phantom Ghost",22
"Low Forest Mage","B/C/D POW/TEC","Droll Bird",22
"Low Forest Mage","B/C/D POW/TEC","Winged Cleaver",22
"Low Forest Mage","B/C/D POW/TEC","Hinotama Soul",42
"Low Forest Mage","B/C/D POW/TEC","Kaminarikozou",22
"Low Forest Mage","B/C/D POW/TEC","Meotoko",22
"Low Forest Mage","B/C/D POW/TEC","Kagemusha of the Blue Flame",22
"Low Forest Mage","B/C/D POW/TEC","Midnight Fiend",22
"Low Forest Mage","B/C/D POW/TEC","Hitodenchak",22
"Low Forest Mage","B/C/D POW/TEC","Hourglass of Life",22
"Low Forest Mage","B/C/D POW/TEC","Madjinn Gunn",22
"Low Forest Mage","B/C/D POW/TEC","Haniwa",22
"Low Forest Mage","B/C/D POW/TEC","Candle of Fate",22
"Low Forest Mage","B/C/D POW/TEC","Meda Bat",22
"Low Forest Mage","B/C/D POW/TEC","Embryonic Beast",22
"Low Forest Mage","B/C/D POW/TEC","Wicked Mirror",22
"Low Forest Mage","B/C/D POW/TEC","Sectarian of Secrets",22
"Low Forest Mage","B/C/D POW/TEC","Ancient Tree of Enlightenment",22
"Low Forest Mage","B/C/D POW/TEC","Green Phantom King",22
"Low Forest Mage","B/C/D POW/TEC","Serpent Marauder",22
"Low Forest Mage","B/C/D POW/TEC","Fireyarou",22
"Low Forest Mage","B/C/D POW/TEC","Psychic Kappa",22
"Low Forest Mage","B/C/D POW/TEC","Forest",30
"Low Forest Mage","B/C/D POW/TEC","Ryu-kishin Powered",1
"Low Forest Mage","B/C/D POW/TEC","Cyber-Stein",22
"Low Forest Mage","B/C/D POW/TEC","Zarigun",22
"Low Forest Mage","B/C/D POW/TEC","Ganigumo",22
"Low Forest Mage","B/C/D POW/TEC","Boo Koo",22
"Low Forest Mage","B/C/D POW/TEC","Hoshiningen",22
"Low Forest Mage","B/C/D POW/TEC","Man-eater Bug",22
"Low Forest Mage","B/C/D POW/TEC","Gale Dogra",22
"Low Forest Mage","B/C/D POW/TEC","Laughing Flower",42
"Low Forest Mage","B/C/D POW/TEC","Bean Soldier",22
"Low Forest Mage","B/C/D POW/TEC","Star Boy",22
"Low Forest Mage","B/C/D POW/TEC","Mechaleon",22
"Low Forest Mage","B/C/D POW/TEC","Skelengel",22
"Low Forest Mage","B/C/D POW/TEC","Dharma Cannon",22
"Low Forest Mage","B/C/D POW/TEC","Frog The Jam",22
"Low Forest Mage","B/C/D POW/TEC","The Wandering Doomed",22
"Low Forest Mage","B/C/D POW/TEC","Darkworld Thorns",22
"Low Forest Mage","B/C/D POW/TEC","Abyss Flower",42
"Low Forest Mage","B/C/D POW/TEC","Tentacle Plant",42
"Low Forest Mage","B/C/D POW/TEC","Morphing Jar",22
"Low Forest Mage","B/C/D POW/TEC","Little Chimera",22
"Low Forest Mage","B/C/D POW/TEC","Penguin Soldier",22
"Low Forest Mage","B/C/D POW/TEC","Bladefly",22
"Low Forest Mage","B/C/D POW/TEC","Hiro's Shadow Scout",22
"Low Forest Mage","B/C/D POW/TEC","Snakeyashi",22
"High Mage Anubisius","B/C/D POW/TEC","Hitotsu-me Giant",24
"High Mage Anubisius","B/C/D POW/TEC","Mushroom Man",24
"High Mage Anubisius","B/C/D POW/TEC","Blackland Fire Dragon",24
"High Mage Anubisius","B/C/D POW/TEC","Tyhone",24
"High Mage Anubisius","B/C/D POW/TEC","Right Arm of the Forbidden One",6
"High Mage Anubisius","B/C/D POW/TEC","Horn Imp",24
"High Mage Anubisius","B/C/D POW/TEC","Celtic Guardian",24
"High Mage Anubisius","B/C/D POW/TEC","Rogue Doll",24
"High Mage Anubisius","B/C/D POW/TEC","Big Insect",72
"High Mage Anubisius","B/C/D POW/TEC","Basic Insect",72
"High Mage Anubisius","B/C/D POW/TEC","Killer Needle",102
"High Mage Anubisius","B/C/D POW/TEC","Gokibore",102
"High Mage Anubisius","B/C/D POW/TEC","Giant Flea",72
"High Mage Anubisius","B/C/D POW/TEC","Fiend Kraken",26
"High Mage Anubisius","B/C/D POW/TEC","Grappler",26
"High Mage Anubisius","B/C/D POW/TEC","Uraby",26
"High Mage Anubisius","B/C/D POW/TEC","Goddess with the Third Eye",26
"High Mage Anubisius","B/C/D POW/TEC","Kamion Wizard",26
"High Mage Anubisius","B/C/D POW/TEC","Nightmare Scorpion",26
"High Mage Anubisius","B/C/D POW/TEC","Trial of Nightmares",26
"High Mage Anubisius","B/C/D POW/TEC","Sleeping Lion",26
"High Mage Anubisius","B/C/D POW/TEC","Faith Bird",22
"High Mage Anubisius","B/C/D POW/TEC","Spiked Snail",22
"High Mage Anubisius","B/C/D POW/TEC","Lord of the Lamp",22
"High Mage Anubisius","B/C/D POW/TEC","Firegrass",22
"High Mage Anubisius","B/C/D POW/TEC","Man Eater",22
"High Mage Anubisius","B/C/D POW/TEC","Lord of Zemia",22
"High Mage Anubisius","B/C/D POW/TEC","Mysterious Puppeteer",22
"High Mage Anubisius","B/C/D POW/TEC","Big Eye",22
"High Mage Anubisius","B/C/D POW/TEC","Arlownay",22
"High Mage Anubisius","B/C/D POW/TEC","Fiend Refrection #2",22
"High Mage Anubisius","B/C/D POW/TEC","Turtle Tiger",22
"High Mage Anubisius","B/C/D POW/TEC","Terra the Terrible",22
